Banner_1/name:Banner, file:/data/deeplearning/dataset/mapillary/training/labels/--vWKSR3Rh8quTfK4AuKOQ.png, x,y:[2771,1844],color:[(255, 255, 128)]
Crosswalk-Plain_7/name:Crosswalk-Plain, file:/data/deeplearning/dataset/mapillary/training/labels/-0Q9X3KqBrhdlGzap-YToQ.png, x,y:[1513,1559],color:[(140, 140, 200)]
Crosswalk-Plain_8/name:Crosswalk-Plain, file:/data/deeplearning/dataset/mapillary/training/labels/-0Q9X3KqBrhdlGzap-YToQ.png, x,y:[1513,1560],color:[(140, 140, 200)]
Crosswalk-Plain_9/name:Crosswalk-Plain, file:/data/deeplearning/dataset/mapillary/training/labels/-0Q9X3KqBrhdlGzap-YToQ.png, x,y:[1513,1561],color:[(140, 140, 200)]
CurbCut_1/name:CurbCut, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[0,2054],color:[(170, 170, 170)]
CurbCut_10/name:CurbCut, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[1,2054],color:[(170, 170, 170)]
CurbCut_2/name:CurbCut, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[0,2055],color:[(170, 170, 170)]
CurbCut_3/name:CurbCut, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[0,2056],color:[(170, 170, 170)]
CurbCut_4/name:CurbCut, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[0,2057],color:[(170, 170, 170)]
CurbCut_5/name:CurbCut, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[0,2058],color:[(170, 170, 170)]
CurbCut_6/name:CurbCut, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[0,2059],color:[(170, 170, 170)]
CurbCut_7/name:CurbCut, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[0,2060],color:[(170, 170, 170)]
CurbCut_8/name:CurbCut, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[0,2061],color:[(170, 170, 170)]
CurbCut_9/name:CurbCut, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[0,2062],color:[(170, 170, 170)]
Curb_1/name:Curb, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[0,2078],color:[(196, 196, 196)]
Curb_10/name:Curb, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[0,2087],color:[(196, 196, 196)]
Curb_2/name:Curb, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[0,2079],color:[(196, 196, 196)]
Curb_3/name:Curb, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[0,2080],color:[(196, 196, 196)]
Curb_4/name:Curb, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[0,2081],color:[(196, 196, 196)]
Curb_5/name:Curb, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[0,2082],color:[(196, 196, 196)]
Curb_6/name:Curb, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[0,2083],color:[(196, 196, 196)]
Curb_7/name:Curb, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[0,2084],color:[(196, 196, 196)]
Curb_8/name:Curb, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[0,2085],color:[(196, 196, 196)]
Curb_9/name:Curb, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[0,2086],color:[(196, 196, 196)]
Fence_1/name:Fence, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[0,1696],color:[(190, 153, 153)]
Fence_10/name:Fence, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[0,1705],color:[(190, 153, 153)]
Fence_2/name:Fence, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[0,1697],color:[(190, 153, 153)]
Fence_3/name:Fence, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[0,1698],color:[(190, 153, 153)]
Fence_4/name:Fence, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[0,1699],color:[(190, 153, 153)]
Fence_5/name:Fence, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[0,1700],color:[(190, 153, 153)]
Fence_6/name:Fence, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[0,1701],color:[(190, 153, 153)]
Fence_7/name:Fence, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[0,1702],color:[(190, 153, 153)]
Fence_8/name:Fence, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[0,1703],color:[(190, 153, 153)]
Fence_9/name:Fence, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[0,1704],color:[(190, 153, 153)]
FireHydrant_1/name:FireHydrant, file:/data/deeplearning/dataset/mapillary/training/labels/-1Z28Rrc91syhk-y8Bp_cg.png, x,y:[2210,1705],color:[(100, 170, 30)]
FireHydrant_10/name:FireHydrant, file:/data/deeplearning/dataset/mapillary/training/labels/-1Z28Rrc91syhk-y8Bp_cg.png, x,y:[2210,1714],color:[(100, 170, 30)]
FireHydrant_2/name:FireHydrant, file:/data/deeplearning/dataset/mapillary/training/labels/-1Z28Rrc91syhk-y8Bp_cg.png, x,y:[2210,1706],color:[(100, 170, 30)]
FireHydrant_3/name:FireHydrant, file:/data/deeplearning/dataset/mapillary/training/labels/-1Z28Rrc91syhk-y8Bp_cg.png, x,y:[2210,1707],color:[(100, 170, 30)]
FireHydrant_4/name:FireHydrant, file:/data/deeplearning/dataset/mapillary/training/labels/-1Z28Rrc91syhk-y8Bp_cg.png, x,y:[2210,1708],color:[(100, 170, 30)]
FireHydrant_5/name:FireHydrant, file:/data/deeplearning/dataset/mapillary/training/labels/-1Z28Rrc91syhk-y8Bp_cg.png, x,y:[2210,1709],color:[(100, 170, 30)]
FireHydrant_6/name:FireHydrant, file:/data/deeplearning/dataset/mapillary/training/labels/-1Z28Rrc91syhk-y8Bp_cg.png, x,y:[2210,1710],color:[(100, 170, 30)]
FireHydrant_7/name:FireHydrant, file:/data/deeplearning/dataset/mapillary/training/labels/-1Z28Rrc91syhk-y8Bp_cg.png, x,y:[2210,1711],color:[(100, 170, 30)]
FireHydrant_8/name:FireHydrant, file:/data/deeplearning/dataset/mapillary/training/labels/-1Z28Rrc91syhk-y8Bp_cg.png, x,y:[2210,1712],color:[(100, 170, 30)]
FireHydrant_9/name:FireHydrant, file:/data/deeplearning/dataset/mapillary/training/labels/-1Z28Rrc91syhk-y8Bp_cg.png, x,y:[2210,1713],color:[(100, 170, 30)]
GroundAnimal_1/name:GroundAnimal, file:/data/deeplearning/dataset/mapillary/training/labels/-LtOhSguWQXyerbzUN6HpA.png, x,y:[557,1909],color:[(0, 192, 0)]
GroundAnimal_10/name:GroundAnimal, file:/data/deeplearning/dataset/mapillary/training/labels/-LtOhSguWQXyerbzUN6HpA.png, x,y:[559,1905],color:[(0, 192, 0)]
GroundAnimal_2/name:GroundAnimal, file:/data/deeplearning/dataset/mapillary/training/labels/-LtOhSguWQXyerbzUN6HpA.png, x,y:[557,1910],color:[(0, 192, 0)]
GroundAnimal_3/name:GroundAnimal, file:/data/deeplearning/dataset/mapillary/training/labels/-LtOhSguWQXyerbzUN6HpA.png, x,y:[558,1906],color:[(0, 192, 0)]
GroundAnimal_4/name:GroundAnimal, file:/data/deeplearning/dataset/mapillary/training/labels/-LtOhSguWQXyerbzUN6HpA.png, x,y:[558,1907],color:[(0, 192, 0)]
GroundAnimal_5/name:GroundAnimal, file:/data/deeplearning/dataset/mapillary/training/labels/-LtOhSguWQXyerbzUN6HpA.png, x,y:[558,1908],color:[(0, 192, 0)]
GroundAnimal_6/name:GroundAnimal, file:/data/deeplearning/dataset/mapillary/training/labels/-LtOhSguWQXyerbzUN6HpA.png, x,y:[558,1909],color:[(0, 192, 0)]
GroundAnimal_7/name:GroundAnimal, file:/data/deeplearning/dataset/mapillary/training/labels/-LtOhSguWQXyerbzUN6HpA.png, x,y:[558,1910],color:[(0, 192, 0)]
GroundAnimal_8/name:GroundAnimal, file:/data/deeplearning/dataset/mapillary/training/labels/-LtOhSguWQXyerbzUN6HpA.png, x,y:[559,1903],color:[(0, 192, 0)]
GroundAnimal_9/name:GroundAnimal, file:/data/deeplearning/dataset/mapillary/training/labels/-LtOhSguWQXyerbzUN6HpA.png, x,y:[559,1904],color:[(0, 192, 0)]
GuardRail_1/name:GuardRail, file:/data/deeplearning/dataset/mapillary/training/labels/--WOpVBuHlCygAUADkttpg.png, x,y:[1062,1180],color:[(180, 165, 180)]
GuardRail_10/name:GuardRail, file:/data/deeplearning/dataset/mapillary/training/labels/--WOpVBuHlCygAUADkttpg.png, x,y:[1064,1182],color:[(180, 165, 180)]
GuardRail_2/name:GuardRail, file:/data/deeplearning/dataset/mapillary/training/labels/--WOpVBuHlCygAUADkttpg.png, x,y:[1062,1181],color:[(180, 165, 180)]
GuardRail_3/name:GuardRail, file:/data/deeplearning/dataset/mapillary/training/labels/--WOpVBuHlCygAUADkttpg.png, x,y:[1063,1180],color:[(180, 165, 180)]
GuardRail_4/name:GuardRail, file:/data/deeplearning/dataset/mapillary/training/labels/--WOpVBuHlCygAUADkttpg.png, x,y:[1063,1181],color:[(180, 165, 180)]
GuardRail_5/name:GuardRail, file:/data/deeplearning/dataset/mapillary/training/labels/--WOpVBuHlCygAUADkttpg.png, x,y:[1063,1182],color:[(180, 165, 180)]
GuardRail_6/name:GuardRail, file:/data/deeplearning/dataset/mapillary/training/labels/--WOpVBuHlCygAUADkttpg.png, x,y:[1063,1183],color:[(180, 165, 180)]
GuardRail_7/name:GuardRail, file:/data/deeplearning/dataset/mapillary/training/labels/--WOpVBuHlCygAUADkttpg.png, x,y:[1063,1184],color:[(180, 165, 180)]
GuardRail_8/name:GuardRail, file:/data/deeplearning/dataset/mapillary/training/labels/--WOpVBuHlCygAUADkttpg.png, x,y:[1064,1180],color:[(180, 165, 180)]
GuardRail_9/name:GuardRail, file:/data/deeplearning/dataset/mapillary/training/labels/--WOpVBuHlCygAUADkttpg.png, x,y:[1064,1181],color:[(180, 165, 180)]
JunctionBox_1/name:JunctionBox, file:/data/deeplearning/dataset/mapillary/training/labels/-2H8gOJp_LEvus2Y6pCIOA.png, x,y:[1671,1110],color:[(40, 40, 40)]
JunctionBox_10/name:JunctionBox, file:/data/deeplearning/dataset/mapillary/training/labels/-2H8gOJp_LEvus2Y6pCIOA.png, x,y:[1671,1119],color:[(40, 40, 40)]
JunctionBox_2/name:JunctionBox, file:/data/deeplearning/dataset/mapillary/training/labels/-2H8gOJp_LEvus2Y6pCIOA.png, x,y:[1671,1111],color:[(40, 40, 40)]
JunctionBox_3/name:JunctionBox, file:/data/deeplearning/dataset/mapillary/training/labels/-2H8gOJp_LEvus2Y6pCIOA.png, x,y:[1671,1112],color:[(40, 40, 40)]
JunctionBox_4/name:JunctionBox, file:/data/deeplearning/dataset/mapillary/training/labels/-2H8gOJp_LEvus2Y6pCIOA.png, x,y:[1671,1113],color:[(40, 40, 40)]
JunctionBox_5/name:JunctionBox, file:/data/deeplearning/dataset/mapillary/training/labels/-2H8gOJp_LEvus2Y6pCIOA.png, x,y:[1671,1114],color:[(40, 40, 40)]
JunctionBox_6/name:JunctionBox, file:/data/deeplearning/dataset/mapillary/training/labels/-2H8gOJp_LEvus2Y6pCIOA.png, x,y:[1671,1115],color:[(40, 40, 40)]
JunctionBox_7/name:JunctionBox, file:/data/deeplearning/dataset/mapillary/training/labels/-2H8gOJp_LEvus2Y6pCIOA.png, x,y:[1671,1116],color:[(40, 40, 40)]
JunctionBox_8/name:JunctionBox, file:/data/deeplearning/dataset/mapillary/training/labels/-2H8gOJp_LEvus2Y6pCIOA.png, x,y:[1671,1117],color:[(40, 40, 40)]
JunctionBox_9/name:JunctionBox, file:/data/deeplearning/dataset/mapillary/training/labels/-2H8gOJp_LEvus2Y6pCIOA.png, x,y:[1671,1118],color:[(40, 40, 40)]
LaneMarking-Crosswalk_1/name:LaneMarking-Crosswalk, file:/data/deeplearning/dataset/mapillary/training/labels/--WOpVBuHlCygAUADkttpg.png, x,y:[0,1709],color:[(200, 128, 128)]
LaneMarking-Crosswalk_10/name:LaneMarking-Crosswalk, file:/data/deeplearning/dataset/mapillary/training/labels/--WOpVBuHlCygAUADkttpg.png, x,y:[0,1718],color:[(200, 128, 128)]
LaneMarking-Crosswalk_2/name:LaneMarking-Crosswalk, file:/data/deeplearning/dataset/mapillary/training/labels/--WOpVBuHlCygAUADkttpg.png, x,y:[0,1710],color:[(200, 128, 128)]
LaneMarking-Crosswalk_3/name:LaneMarking-Crosswalk, file:/data/deeplearning/dataset/mapillary/training/labels/--WOpVBuHlCygAUADkttpg.png, x,y:[0,1711],color:[(200, 128, 128)]
LaneMarking-Crosswalk_4/name:LaneMarking-Crosswalk, file:/data/deeplearning/dataset/mapillary/training/labels/--WOpVBuHlCygAUADkttpg.png, x,y:[0,1712],color:[(200, 128, 128)]
LaneMarking-Crosswalk_5/name:LaneMarking-Crosswalk, file:/data/deeplearning/dataset/mapillary/training/labels/--WOpVBuHlCygAUADkttpg.png, x,y:[0,1713],color:[(200, 128, 128)]
LaneMarking-Crosswalk_6/name:LaneMarking-Crosswalk, file:/data/deeplearning/dataset/mapillary/training/labels/--WOpVBuHlCygAUADkttpg.png, x,y:[0,1714],color:[(200, 128, 128)]
LaneMarking-Crosswalk_7/name:LaneMarking-Crosswalk, file:/data/deeplearning/dataset/mapillary/training/labels/--WOpVBuHlCygAUADkttpg.png, x,y:[0,1715],color:[(200, 128, 128)]
LaneMarking-Crosswalk_8/name:LaneMarking-Crosswalk, file:/data/deeplearning/dataset/mapillary/training/labels/--WOpVBuHlCygAUADkttpg.png, x,y:[0,1716],color:[(200, 128, 128)]
LaneMarking-Crosswalk_9/name:LaneMarking-Crosswalk, file:/data/deeplearning/dataset/mapillary/training/labels/--WOpVBuHlCygAUADkttpg.png, x,y:[0,1717],color:[(200, 128, 128)]
LaneMarking-General_1/name:LaneMarking-General, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[0,2192],color:[(255, 255, 255)]
LaneMarking-General_10/name:LaneMarking-General, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[1,2193],color:[(255, 255, 255)]
LaneMarking-General_2/name:LaneMarking-General, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[0,2193],color:[(255, 255, 255)]
LaneMarking-General_3/name:LaneMarking-General, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[0,2194],color:[(255, 255, 255)]
LaneMarking-General_4/name:LaneMarking-General, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[0,2195],color:[(255, 255, 255)]
LaneMarking-General_5/name:LaneMarking-General, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[0,2196],color:[(255, 255, 255)]
LaneMarking-General_6/name:LaneMarking-General, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[0,2197],color:[(255, 255, 255)]
LaneMarking-General_7/name:LaneMarking-General, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[0,2198],color:[(255, 255, 255)]
LaneMarking-General_8/name:LaneMarking-General, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[0,2199],color:[(255, 255, 255)]
LaneMarking-General_9/name:LaneMarking-General, file:/data/deeplearning/dataset/mapillary/training/labels/--NSVcUgfVhFd6uzkqHOOg.png, x,y:[1,2192],color:[(255, 255, 255)]
Mailbox_1/name:Mailbox, file:/data/deeplearning/dataset/mapillary/training/labels/-AUC1oIt8HUa9TmU4bd0Dg.png, x,y:[1113,2006],color:[(33, 33, 33)]
Mailbox_10/name:Mailbox, file:/data/deeplearning/dataset/mapillary/training/labels/-AUC1oIt8HUa9TmU4bd0Dg.png, x,y:[1114,2009],color:[(33, 33, 33)]
Mailbox_2/name:Mailbox, file:/data/deeplearning/dataset/mapillary/training/labels/-AUC1oIt8HUa9TmU4bd0Dg.png, x,y:[1113,2007],color:[(33, 33, 33)]
Mailbox_3/name:Mailbox, file:/data/deeplearning/dataset/mapillary/training/labels/-AUC1oIt8HUa9TmU4bd0Dg.png, x,y:[1114,2002],color:[(33, 33, 33)]
Mailbox_4/name:Mailbox, file:/data/deeplearning/dataset/mapillary/training/labels/-AUC1oIt8HUa9TmU4bd0Dg.png, x,y:[1114,2003],color:[(33, 33, 33)]
Mailbox_5/name:Mailbox, file:/data/deeplearning/dataset/mapillary/training/labels/-AUC1oIt8HUa9TmU4bd0Dg.png, x,y:[1114,2004],color:[(33, 33, 33)]
Mailbox_6/name:Mailbox, file:/data/deeplearning/dataset/mapillary/training/labels/-AUC1oIt8HUa9TmU4bd0Dg.png, x,y:[1114,2005],color:[(33, 33, 33)]
Mailbox_7/name:Mailbox, file:/data/deeplearning/dataset/mapillary/training/labels/-AUC1oIt8HUa9TmU4bd0Dg.png, x,y:[1114,2006],color:[(33, 33, 33)]
Mailbox_8/name:Mailbox, file:/data/deeplearning/dataset/mapillary/training/labels/-AUC1oIt8HUa9TmU4bd0Dg.png, x,y:[1114,2007],color:[(33, 33, 33)]
Mailbox_9/name:Mailbox, file:/data/deeplearning/dataset/mapillary/training/labels/-AUC1oIt8HUa9TmU4bd0Dg.png, x,y:[1114,2008],color:[(33, 33, 33)]
Motorcycle_1/name:Motorcycle, file:/data/deeplearning/dataset/mapillary/training/labels/-0Q9X3KqBrhdlGzap-YToQ.png, x,y:[1487,1408],color:[(0, 0, 230)]
Motorcycle_10/name:Motorcycle, file:/data/deeplearning/dataset/mapillary/training/labels/-0Q9X3KqBrhdlGzap-YToQ.png, x,y:[1489,1406],color:[(0, 0, 230)]
Motorcycle_2/name:Motorcycle, file:/data/deeplearning/dataset/mapillary/training/labels/-0Q9X3KqBrhdlGzap-YToQ.png, x,y:[1488,1405],color:[(0, 0, 230)]
Motorcycle_3/name:Motorcycle, file:/data/deeplearning/dataset/mapillary/training/labels/-0Q9X3KqBrhdlGzap-YToQ.png, x,y:[1488,1406],color:[(0, 0, 230)]
Motorcycle_4/name:Motorcycle, file:/data/deeplearning/dataset/mapillary/training/labels/-0Q9X3KqBrhdlGzap-YToQ.png, x,y:[1488,1407],color:[(0, 0, 230)]
Motorcycle_5/name:Motorcycle, file:/data/deeplearning/dataset/mapillary/training/labels/-0Q9X3KqBrhdlGzap-YToQ.png, x,y:[1488,1408],color:[(0, 0, 230)]
Motorcycle_6/name:Motorcycle, file:/data/deeplearning/dataset/mapillary/training/labels/-0Q9X3KqBrhdlGzap-YToQ.png, x,y:[1488,1409],color:[(0, 0, 230)]
Motorcycle_7/name:Motorcycle, file:/data/deeplearning/dataset/mapillary/training/labels/-0Q9X3KqBrhdlGzap-YToQ.png, x,y:[1488,1410],color:[(0, 0, 230)]
Motorcycle_8/name:Motorcycle, file:/data/deeplearning/dataset/mapillary/training/labels/-0Q9X3KqBrhdlGzap-YToQ.png, x,y:[1488,1411],color:[(0, 0, 230)]
Motorcycle_9/name:Motorcycle, file:/data/deeplearning/dataset/mapillary/training/labels/-0Q9X3KqBrhdlGzap-YToQ.png, x,y:[1489,1405],color:[(0, 0, 230)]
Mountain_1/name:Mountain, file:/data/deeplearning/dataset/mapillary/training/labels/--tczNya4_w5IhU9DeRMHw.png, x,y:[1594,673],color:[(64, 170, 64)]
Mountain_10/name:Mountain, file:/data/deeplearning/dataset/mapillary/training/labels/--tczNya4_w5IhU9DeRMHw.png, x,y:[1596,675],color:[(64, 170, 64)]
Mountain_2/name:Mountain, file:/data/deeplearning/dataset/mapillary/training/labels/--tczNya4_w5IhU9DeRMHw.png, x,y:[1594,674],color:[(64, 170, 64)]
Mountain_3/name:Mountain, file:/data/deeplearning/dataset/mapillary/training/labels/--tczNya4_w5IhU9DeRMHw.png, x,y:[1595,673],color:[(64, 170, 64)]
Mountain_4/name:Mountain, file:/data/deeplearning/dataset/mapillary/training/labels/--tczNya4_w5IhU9DeRMHw.png, x,y:[1595,674],color:[(64, 170, 64)]
Mountain_5/name:Mountain, file:/data/deeplearning/dataset/mapillary/training/labels/--tczNya4_w5IhU9DeRMHw.png, x,y:[1595,675],color:[(64, 170, 64)]
Mountain_6/name:Mountain, file:/data/deeplearning/dataset/mapillary/training/labels/--tczNya4_w5IhU9DeRMHw.png, x,y:[1595,676],color:[(64, 170, 64)]
Mountain_7/name:Mountain, file:/data/deeplearning/dataset/mapillary/training/labels/--tczNya4_w5IhU9DeRMHw.png, x,y:[1596,672],color:[(64, 170, 64)]
Mountain_8/name:Mountain, file:/data/deeplearning/dataset/mapillary/training/labels/--tczNya4_w5IhU9DeRMHw.png, x,y:[1596,673],color:[(64, 170, 64)]
Mountain_9/name:Mountain, file:/data/deeplearning/dataset/mapillary/training/labels/--tczNya4_w5IhU9DeRMHw.png, x,y:[1596,674],color:[(64, 170, 64)]
OnRails_1/name:OnRails, file:/data/deeplearning/dataset/mapillary/training/labels/-7njPpiHROkOjrBeSzNiow.png, x,y:[2033,2038],color:[(0, 80, 100)]
OnRails_10/name:OnRails, file:/data/deeplearning/dataset/mapillary/training/labels/-7njPpiHROkOjrBeSzNiow.png, x,y:[2034,2038],color:[(0, 80, 100)]
OnRails_2/name:OnRails, file:/data/deeplearning/dataset/mapillary/training/labels/-7njPpiHROkOjrBeSzNiow.png, x,y:[2033,2039],color:[(0, 80, 100)]
OnRails_3/name:OnRails, file:/data/deeplearning/dataset/mapillary/training/labels/-7njPpiHROkOjrBeSzNiow.png, x,y:[2033,2040],color:[(0, 80, 100)]
OnRails_4/name:OnRails, file:/data/deeplearning/dataset/mapillary/training/labels/-7njPpiHROkOjrBeSzNiow.png, x,y:[2033,2041],color:[(0, 80, 100)]
OnRails_5/name:OnRails, file:/data/deeplearning/dataset/mapillary/training/labels/-7njPpiHROkOjrBeSzNiow.png, x,y:[2033,2042],color:[(0, 80, 100)]
OnRails_6/name:OnRails, file:/data/deeplearning/dataset/mapillary/training/labels/-7njPpiHROkOjrBeSzNiow.png, x,y:[2033,2043],color:[(0, 80, 100)]
OnRails_7/name:OnRails, file:/data/deeplearning/dataset/mapillary/training/labels/-7njPpiHROkOjrBeSzNiow.png, x,y:[2033,2044],color:[(0, 80, 100)]
OnRails_8/name:OnRails, file:/data/deeplearning/dataset/mapillary/training/labels/-7njPpiHROkOjrBeSzNiow.png, x,y:[2033,2045],color:[(0, 80, 100)]
OnRails_9/name:OnRails, file:/data/deeplearning/dataset/mapillary/training/labels/-7njPpiHROkOjrBeSzNiow.png, x,y:[2033,2046],color:[(0, 80, 100)]
Parking_1/name:Parking, file:/data/deeplearning/dataset/mapillary/training/labels/--WOpVBuHlCygAUADkttpg.png, x,y:[1924,1235],color:[(250, 170, 160)]
Parking_10/name:Parking, file:/data/deeplearning/dataset/mapillary/training/labels/--WOpVBuHlCygAUADkttpg.png, x,y:[1928,1232],color:[(250, 170, 160)]
Parking_2/name:Parking, file:/data/deeplearning/dataset/mapillary/training/labels/--WOpVBuHlCygAUADkttpg.png, x,y:[1925,1235],color:[(250, 170, 160)]
Parking_3/name:Parking, file:/data/deeplearning/dataset/mapillary/training/labels/--WOpVBuHlCygAUADkttpg.png, x,y:[1926,1234],color:[(250, 170, 160)]
Parking_4/name:Parking, file:/data/deeplearning/dataset/mapillary/training/labels/--WOpVBuHlCygAUADkttpg.png, x,y:[1926,1235],color:[(250, 170, 160)]
Parking_5/name:Parking, file:/data/deeplearning/dataset/mapillary/training/labels/--WOpVBuHlCygAUADkttpg.png, x,y:[1927,1232],color:[(250, 170, 160)]
Parking_6/name:Parking, file:/data/deeplearning/dataset/mapillary/training/labels/--WOpVBuHlCygAUADkttpg.png, x,y:[1927,1233],color:[(250, 170, 160)]
Parking_7/name:Parking, file:/data/deeplearning/dataset/mapillary/training/labels/--WOpVBuHlCygAUADkttpg.png, x,y:[1927,1234],color:[(250, 170, 160)]
Parking_8/name:Parking, file:/data/deeplearning/dataset/mapillary/training/labels/--WOpVBuHlCygAUADkttpg.png, x,y:[1927,1235],color:[(250, 170, 160)]
Parking_9/name:Parking, file:/data/deeplearning/dataset/mapillary/training/labels/--WOpVBuHlCygAUADkttpg.png, x,y:[1928,1231],color:[(250, 170, 160)]
PedestrianArea_1/name:PedestrianArea, file:/data/deeplearning/dataset/mapillary/training/labels/-0GQmYRienNVqEKiQ0Mkyw.png, x,y:[364,2447],color:[(96, 96, 96)]
PedestrianArea_10/name:PedestrianArea, file:/data/deeplearning/dataset/mapillary/training/labels/-0GQmYRienNVqEKiQ0Mkyw.png, x,y:[367,2441],color:[(96, 96, 96)]
PedestrianArea_2/name:PedestrianArea, file:/data/deeplearning/dataset/mapillary/training/labels/-0GQmYRienNVqEKiQ0Mkyw.png, x,y:[365,2445],color:[(96, 96, 96)]
PedestrianArea_3/name:PedestrianArea, file:/data/deeplearning/dataset/mapillary/training/labels/-0GQmYRienNVqEKiQ0Mkyw.png, x,y:[365,2446],color:[(96, 96, 96)]
PedestrianArea_4/name:PedestrianArea, file:/data/deeplearning/dataset/mapillary/training/labels/-0GQmYRienNVqEKiQ0Mkyw.png, x,y:[365,2447],color:[(96, 96, 96)]
PedestrianArea_5/name:PedestrianArea, file:/data/deeplearning/dataset/mapillary/training/labels/-0GQmYRienNVqEKiQ0Mkyw.png, x,y:[366,2443],color:[(96, 96, 96)]
PedestrianArea_6/name:PedestrianArea, file:/data/deeplearning/dataset/mapillary/training/labels/-0GQmYRienNVqEKiQ0Mkyw.png, x,y:[366,2444],color:[(96, 96, 96)]
PedestrianArea_7/name:PedestrianArea, file:/data/deeplearning/dataset/mapillary/training/labels/-0GQmYRienNVqEKiQ0Mkyw.png, x,y:[366,2445],color:[(96, 96, 96)]
PedestrianArea_8/name:PedestrianArea, file:/data/deeplearning/dataset/mapillary/training/labels/-0GQmYRienNVqEKiQ0Mkyw.png, x,y:[366,2446],color:[(96, 96, 96)]
PedestrianArea_9/name:PedestrianArea, file:/data/deeplearning/dataset/mapillary/training/labels/-0GQmYRienNVqEKiQ0Mkyw.png, x,y:[366,2447],color:[(96, 96, 96)]
